Title,Author,Average Rating,Rating,Year Published
Overcoming Low Self-Esteem: A Self-Help Guide Using Cognitive Behavioural Techniques,Melanie Fennell,3.84,790,1999
Borderline Personality Disorder : 30+ Secrets How To Take Back Your Life When Dealing With BPD,The Blokehead,3.33,15,2014
"Drop the Drama!: How to Get along With Everybody, All the Time (Hippie-at-Heart Self-Help Series)",Margaret Nash,4.34,59,0
"Confident and Killing It: From a certified life coach and positive psychology expert comes the new self-help guide to improving self-esteem and confidence, and setting your goals",Tiwalola Ogunlesi,3.67,60,2022
"Confident and Killing It: From a certified life coach and positive psychology expert comes the new self-help guide to improving self-esteem and confidence, and setting your goals",Tiwalola Ogunlesi,3.67,60,2022
Overcoming Low Self-Esteem: A Self-Help Guide Using Cognitive Behavioural Techniques,Melanie Fennell,3.84,790,1999
Breaking Up Is Easy,Your Self-Help Angel,2.00,2,2013
Mad Success – Seikkailijan self help,Tuomas Milonoff,3.41,164,0
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy (A New Harbinger Self-Help Workbook)",John P. Forsyth,4.01,644,2008
"10 AMAZING LIFE LESSONS WHICH CAN CHANGE YOUR LIFE!: Leads your life….And Makes the difference…(Self help & self help books, motivational self help, personal development, self improvement)",Birister Sharma,3.91,64,0
Asshole No More; The Original Self-Help Guide for Recovering Assholes and Their Victims,Xavier Crement,2.77,"4,736",1990
"10 LIFE CHANGING MANTRAS FOR YOU!: Find your inner-self....Find the destiny of your life...(Self help & self help books, motivational self help books, personal development, self improvement)",Birister Sharma,4.05,78,0
Organize and Declutter Your Home the High-Tech Way (EarthWizard.net’s Self-Help Series Book 2),Robert       Palmer,2.59,29,2015
"The Anorexia Recovery Skills Workbook: A Comprehensive Guide to Cope with Difficult Emotions, Embrace Self-Acceptance, and Prevent Relapse (A New Harbinger Self-Help Workbook)",Catherine L. Ruscitti PsyD,4.65,20,0
"Confident and Killing It: From a certified life coach and positive psychology expert comes the new self-help guide to improving self-esteem and confidence, and setting your goals",Tiwalola Ogunlesi,3.67,60,2022
Helping Your Child with Fears and Worries: A Self-Help Guide for Parents,Cathy Creswell,4.12,128,2007
Destroy This Book - And Free Yourself From Your Past: Self-Help Book | Personal Development | Let go of the past,Nele Meyer,3.50,4,0
"The Pregnancy and Postpartum Anxiety Workbook: Practical Skills to Help You Overcome Anxiety, Worry, Panic Attacks, Obsessions, and Compulsions (A New Harbinger Self-Help Workbook)",Pamela S. Wiegartz,4.07,89,2009
The Relaxation and Stress Reduction Workbook (A New Harbinger Self-Help Workbook),Martha Davis,4.03,"1,277",1980
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy (A New Harbinger Self-Help Workbook)",John P. Forsyth,4.01,644,2008
The Greatest Ten Self-help Books In The World,Emmanuel C. Ezike II,4.06,31,0
"The Last Self-Help Book You'll Ever Need: Repress Your Anger, Think Negatively, Be a Good Blamer, and Throttle Your Inner Child",Paul Pearsall,3.60,116,2005
"The Anorexia Recovery Skills Workbook: A Comprehensive Guide to Cope with Difficult Emotions, Embrace Self-Acceptance, and Prevent Relapse (A New Harbinger Self-Help Workbook)",Catherine L. Ruscitti PsyD,4.65,20,0
The Wisdom to Know the Difference: An Acceptance and Commitment Therapy Workbook for Overcoming Substance Abuse (New Harbinger Self-Help Workbook),Kelly G. Wilson,4.30,81,2011
Manifestation Magic: How to Tap the Magic and the Power of Your Subconscious Mind to Manifest Anything and Change Your Life Forever (Self Help Book 2),Nathan Cadbury,4.28,57,2011
Shame is a Liar: Say Yes to God and No to Shame,Daniel B. Lancaster,4.74,23,0
You Too Can,Prakash Iyer,4.41,74,0
Surviving Childhood Sexual Abuse: Practical Self-help For Adults Who Were Sexually Abused As Children,Carolyn Ainscough,3.95,44,2000
The 7 Resolutions: Where Self-Help Ends and God's Power Begins,Karl Clauson,4.41,69,0
Growing Beyond Survival: A Self-Help Toolkit for Managing Traumatic Stress,Elizabeth G. Vermilyea,4.06,47,2000
"Mental Health Through Will Training: A System of Self-Help in Psychotherapy As Practiced by Recovery, Incorporated",Abraham A. Low,4.30,90,1974
Self-Help Messiah: Dale Carnegie and Success in Modern America,Steven Watts,3.69,80,2012
"The Anxious Thoughts Workbook: Skills to Overcome the Unwanted Intrusive Thoughts that Drive Anxiety, Obsessions, and Depression (New Harbinger Self-Help Workbook)",David A. Clark,4.13,23,0
Affirmations: 4 Reasons why Affirmations don’t Work and How to Fix them (Self-Help 101),Rahul Badami,3.71,77,2014
Surviving Childhood Sexual Abuse: Practical Self-help For Adults Who Were Sexually Abused As Children,Carolyn Ainscough,3.95,44,2000
Destroy This Book - And Free Yourself From Your Past: Self-Help Book | Personal Development | Let go of the past,Nele Meyer,3.50,4,0
Shame is a Liar: Say Yes to God and No to Shame,Daniel B. Lancaster,4.74,23,0
"Insight: Why We're Not as Self-Aware as We Think, and How Seeing Ourselves Clearly Helps Us Succeed at Work and in Life",Tasha Eurich,3.85,"2,872",2017
The Relaxation and Stress Reduction Workbook (A New Harbinger Self-Help Workbook),Martha Davis,4.03,"1,277",1980
Healing the Trauma of Domestic Violence: A Workbook for Women (New Harbinger Self-Help Workbook),Mari McCaig MSW,4.23,64,2004
"The Anti-Anxiety Workbook: Proven Strategies to Overcome Worry, Phobias, Panic, and Obsessions (The Guilford Self-Help Workbook Series)",Martin M. Antony,3.93,45,2008
Self-Centered Spouse: Help for Chronically Broken Marriages,Brad C. Hambrick,4.29,78,2014
The Power of Awareness: Neville Goddard's Popular Self-help book - Unlocking Inner Potential: Neville Goddard's Guide to Harnessing the Power of Awareness,Neville Goddard,4.41,"3,437",1951
Revolutionizing Women's Healthcare: The Feminist Self-Help Movement in America,Hannah Dudley-Shotwell,3.91,11,0
Self Help Poems,Sampson Starkweather,4.53,19,2010
Cathy Glass 3-Book Self-Help Collection,Cathy Glass,4.72,32,2014
The Self-Help Compulsion: Searching for Advice in Modern Literature,Beth Blum,3.36,25,0
HOW I OVERCAME MY TRAUMA & PTSD | Self-help guide & workbook | Mindfulness Based Trauma Treatment,Philippe Izmailov,3.64,14,2012
"Mental Health Through Will Training: A System of Self-Help in Psychotherapy As Practiced by Recovery, Incorporated",Abraham A. Low,4.30,90,1974
"Separating You: A Self-Help Book for the Lost, Lonely, and Psychotically Obsessed",Jason Carson,3.16,50,0
Learn the Facts about Kidney Disease: A Self-Help Guide to Better Kidney Health with Proven Therapies,Steven Rosansky,4.19,31,0
"Women's Encyclopedia of Health & Emotional Healing: Top Women Doctors Share Their Unique Self-Help Advice on Your Body, Your Feelings and Your Life",Denise Foley,3.71,38,1993
Awaken The Soul: Self Help Poetry & Spiritual Affirmations to Awaken the Soul: Part 1 of Soothe The Soul,Matt Buonocore,3.96,49,0
"The Queer Mental Health Workbook: A Creative Self-Help Guide Using CBT, CFT and DBT",Brendan J. Dunlop,4.39,23,0
HOW I OVERCAME MY TRAUMA & PTSD | Self-help guide & workbook | Mindfulness Based Trauma Treatment,Philippe Izmailov,3.64,14,2012
"Separating You: A Self-Help Book for the Lost, Lonely, and Psychotically Obsessed",Jason Carson,3.16,50,0
"Women's Encyclopedia of Health & Emotional Healing: Top Women Doctors Share Their Unique Self-Help Advice on Your Body, Your Feelings and Your Life",Denise Foley,3.71,38,1993
"Depression: 101 Powerful Ways To Beat Depression, Stress, Anxiety And Be Happy NATURALLY!",Shining Universe Energy,3.76,49,0
"Positive Discipline: The Classic Guide to Helping Children Develop Self-Discipline, Responsibility, Cooperation, and Problem-Solving Skills",Jane Nelsen,4.24,"3,528",1981
Stoicism: An Ex-SPY’s Guide to the Stoic Way of Life - Master the Ancient Philosophies of Productivity & Peace of Mind (Spy Self-Help Book 9),James Daugherty,3.78,63,0
Lost In Wonder: Self Help Poems & Spiritual Affirmations to Awaken the Soul,Matt Buonocore,4.29,24,0
Learn the Facts about Kidney Disease: A Self-Help Guide to Better Kidney Health with Proven Therapies,Steven Rosansky,4.19,31,0
"The Queer Mental Health Workbook: A Creative Self-Help Guide Using CBT, CFT and DBT",Brendan J. Dunlop,4.39,23,0
How to Help Yourself With Self-Help: A Short Guide on How to Use Self-Help Books to Achieve Your Goals,Martin Meadows,4.10,31,0
The Long Covid Self-Help Guide: Practical Ways to Manage Symptoms,Emily Fraser,4.18,93,2022
Finding Your Way Back to You: A Self-Help Guide for Women Who Want to Regain Their Mojo and Realise Their Dreams!,Lynne Saint,4.21,14,2012
Mind-Body Workbook for PTSD: A 10-Week Program for Healing After Trauma (A New Harbinger Self-Help Workbook),Stanley H. Block,4.00,56,2010
"ONLY YOU CAN MOTIVATE YOURSELF!: Change Your Life... Change Your World...(Self help,self help books, motivational self help books, personal development, self improvement)",Birister Sharma,4.24,46,0
all you need are seeds... a socio-political self-help memoir about organic gardening,Rachel M. Walls,3.75,4,2013
Getting Past Ok: The Self-Help Book for People Who Don?t Need Help,Richard Brodie,3.57,92,0
How to Quit Meth Now!: A Self-Help Guide to Kicking Your Methamphetamine or Cocaine Addiction,Jay Hotrum,4.60,15,0
Stoicism: An Ex-SPY’s Guide to the Stoic Way of Life - Master the Ancient Philosophies of Productivity & Peace of Mind (Spy Self-Help Book 9),James Daugherty,3.78,63,0
"Depression: 101 Powerful Ways To Beat Depression, Stress, Anxiety And Be Happy NATURALLY!",Shining Universe Energy,3.76,49,0
How to be Happy: Not a Self-Help Book. Seriously,pleasefindthis,4.50,14,0
"10 WAYS TO CHANGE YOUR LIFE AT ANY AGE!: A self-guide to improve your personality.....(Self help & self help books, motivational self help books, personal development, self improvement)",Birister Sharma,4.11,35,0
"Joy! Joy! Joy!: 7 Mind Body Spirit Self-Help Practices to Relieve Stress, Reverse Memory Loss and Live Happy - I Did It! You Too Can Bust the Blues",Ellen  Wood,4.55,11,0
Secrets of Influential People: 50 Techniques to Persuade People,Steven Pearce,3.67,24,2014
Overcoming Paranoid and Suspicious Thoughts: A Self-Help Guide Using Cognitive Behavioral Techniques,Daniel B. Freeman,3.76,34,2006
"Semen Retention Benefits: A Transmutation of Your Life Energy; Masculinity, Money, Muscles & Real Manhood: The Manliness Guide To Men’s Self Help, Success, Mental Health & Well Being",Rich  King,4.03,30,0
"Getting to Yes: Negotiating Agreement Without Giving In: by Robert Fisher, William Ury, Bruce Patton | MW Summary Guide",The Mindset Warrior,3.75,32,0
The Interpersonal Problems Workbook: ACT to End Painful Relationship Patterns (A New Harbinger Self-Help Workbook),Matthew McKay,4.15,80,2013
The No-Self Help Book: Forty Reasons to Get Over Your Self and Find Peace of Mind,Kate Gustin,3.52,50,0
How to Help Yourself With Self-Help: A Short Guide on How to Use Self-Help Books to Achieve Your Goals,Martin Meadows,4.10,31,0
"Vagus Nerve: A Complete Guide to Activate the Healing power of Your Vagus Nerve – Reduce with Self-Help Exercises Anxiety, PTSD, Chronic Illness, Depression, Inflammation, Anger and Trauma",Dorian Franklin,3.93,56,0
Almost Adulting: Self-Help Approach to Deal with Quarter-Life Crisis,Nadhira Afifa,4.51,45,0
The BDD Workbook: Overcome Body Dysmorphic Disorder and End Body Image Obsessions (A New Harbinger Self-Help Workbook),James Claiborn,4.09,32,2002
"No Worries: A Guided Journal to Help You Calm Anxiety, Relieve Stress, and Practice Positive Thinking Each Day (Self Care & Self Help Books)",Bella Mente Press,4.49,45,0
"The Acid Reflux Cookbook: 101 Easy, Healthy & Fast Recipes to Relief from GERD and Avoid Any Worsening of Acid Reflux. Includes a 28-Day Helpful Meal Plan",Robert Dickens,3.40,10,0
Why She's Just Not That Into You and How to Get Over That Loser Quick,Your Self-Help Angel,3.00,2,2013
Why Do I Do What I Don't Want to Do?: Replace Deadly Vices with Life-Giving Virtues (How 10 Biblical Virtues Can Help You Get Unstuck & Overcome the Cycle of Self-Destructive Bad Habits),Jonathan Pokluda,4.52,"2,102",0
Becoming Your Best: A Self-Help Guide for Thinking People,Ronald W. Richardson,4.27,15,2008
Overcoming Anxiety and Depression on the Autism Spectrum: A Self-Help Guide Using CBT,Lee A. Wilkinson,3.70,63,2015
Self Help Masters - Don Miguel Ruiz: A Review of Life Changing Works (Self Help Masters Series Book 1),Sid Akula,4.42,43,2013
Change Your Habits Change Your Life: A Christian Self Help,Adam Houge,4.05,21,0
Overcoming Paranoid and Suspicious Thoughts: A Self-Help Guide Using Cognitive Behavioral Techniques,Daniel B. Freeman,3.76,34,2006
Self Help Masters - Don Miguel Ruiz: A Review of Life Changing Works (Self Help Masters Series Book 1),Sid Akula,4.42,43,2013
"Self Help: Embrace The Power of Positive Thinking (Self help, Self help books, Self help books for women, Free self help books, Anxiety self help, Self help relationships Book 1)",Daniel Robbins,2.87,15,2015
Summary of The Psychology of Money by Morgan Housel,Chapter Zoom,4.10,41,0
Becoming Your Best: A Self-Help Guide for Thinking People,Ronald W. Richardson,4.27,15,2008
Self-Help Acu-Hematite Therapy,Fu-mei Chen,4.11,9,2014
The No-Self Help Book: Forty Reasons to Get Over Your Self and Find Peace of Mind,Kate Gustin,3.52,50,0
Moms with ADD: A Self-Help Manual,Christine A. Adamec,3.78,40,2000
"The Science of Daily Self-Discipline: Using Science and Daily Practices to Build Your Willpower, Self-Confidence, and Everyday Habits to Achieve Long-Term Goals",Oliver McAndrew,3.65,37,0
"Thinking: Like A Spy: 3 Manuscripts - Persuasion An Ex-SPY's Guide, Negotiation An Ex-SPY's Guide, Body Language An Ex-SPY's Guide (Spy Self-Help Book 8)",James  Daugherty,3.73,26,0
Self-Help Acu-Hematite Therapy,Fu-mei Chen,4.11,9,2014
Ending Female Pain: A Woman's Manual: The Ultimate Self Help Guide for Women Suffering From Chronic Pelvic and Sexual Pain,Isa Herrera,4.20,54,2009
No Excuses Reading Journal for Self-Help Books,Tracy Tennant,3.80,5,0
"The Science of Daily Self-Discipline: Using Science and Daily Practices to Build Your Willpower, Self-Confidence, and Everyday Habits to Achieve Long-Term Goals",Oliver McAndrew,3.65,37,0
Catholic Lent Devotional : A Journey into Imaginative Prayer with Julian of Norwich,Carolyn Berghuis,4.00,22,0
"Daily Vagus Nerve Exercises: Self-Help Exercises to Stimulate Vagal Tone. Relieve Anxiety, Prevent Inflammation, Reduce Chronic Illness, Anxiety, Depression, Trauma, PTSD and Lots More",Marcus Porges,3.71,21,0
Guidance On Creating Your Own Will & Power of Attorney: Legal Self-Help Guide,Sanket Mistry,5.00,2,2013
Build The Best You: A Practical 'Self Help' Guide To Transform Yourself In 44 Days,Roger Brooks,4.44,18,0
"The Allergy Self-Help Cookbook: Over 350 Natural Foods Recipes, Free of All Common Food Allergens: wheat-free, milk-free, egg-free, corn-free, sugar-free, yeast-free",Marjorie Hurt Jones,3.79,75,1984
Re-challenging and Reintroducing FODMAPS: A self-help guide to the entire reintroduction phase of the low FODMAP diet,Lee Martin,4.16,51,0
Overcoming Worry and Generalised Anxiety Disorder: A self-help guide using cognitive behavioural techniques,Kevin Meares,3.78,94,2008
Конец эпохи self-help: Как перестать себя совершенствовать (Stå fast: Et opgør med tidens udviklingstvang),Svend Brinkmann,3.62,"2,404",2014
"The Tale of Toxic Positivity: A hilarious Beatrix Potter parody, the perfect Christmas gift for fans of Peter Rabbit, swearing and anti-self-help books",Beatrix Pottymouth,3.70,76,2022
Family Ties That Bind: A self-help guide to change through Family of Origin therapy (Personal Self-Help Series),Ronald W. Richardson,4.00,29,2012
